shipment_id,origin,destination,weight_kg,cost_usd,ship_date,carrier,status,supplier_id
SHP-00248,Jakarta,Gothenburg,4478.85,19756.9,2024-06-25,Asia Cargo,delivered,19
SHP-00249,Hanoi,Bangkok,1732.14,22146.69,2024-05-11,Orient Lines,delivered,35
SHP-00250,Singapore,Buenos Aires,3481.01,6906.78,2024-11-11,Asia Cargo,delivered,43
SHP-00251,Busan,Vancouver,1128.75,11680.19,2024-02-21,Orient Lines,delivered,31
SHP-00252,Tokyo,Balboa,3853.94,308.81,2024-10-08,Asia Cargo,delivered,31
SHP-00253,Taipei,Manzanillo,997.68,48197.51,2024-06-13,Global Freight,in_transit,50
SHP-00254,Tokyo,Manzanillo,2870.88,26780.86,2024-01-20,Asia Cargo,delivered,12
SHP-00255,Busan,Seoul,4985.86,19879.88,2024-09-10,Asia Cargo,customs_hold,19
SHP-00256,Busan,Seoul,46.83,28419.7,2024-02-24,Global Freight,delivered,42
SHP-00257,Jakarta,Vancouver,2469.82,46931.1,2024-09-15,Orient Lines,delivered,8
SHP-00258,Bangkok,Hanoi,3655.73,32431.85,2024-04-05,Pacific Express,in_transit,19
SHP-00259,Kuala Lumpur,Balboa,3786.54,8815.97,2024-11-23,Orient Lines,delayed,33
SHP-00260,Bangkok,Hong Kong,2004.47,4814.49,2024-03-12,Orient Lines,delivered,16
SHP-00261,Shanghai,Hamburg,1918.18,22364.44,2024-05-16,Global Freight,delivered,47
SHP-00262,Kuala Lumpur,Shanghai,1308.13,18009.63,2024-04-30,Pacific Express,in_transit,30
SHP-00263,Singapore,Hanoi,2027.38,25150.9,2024-12-26,Global Freight,in_transit,41
SHP-00264,Busan,Barcelona,1838.04,11081.42,2024-03-09,Orient Lines,delivered,48
SHP-00265,Kuala Lumpur,Gdansk,2079.52,27484.26,2024-08-29,Asia Cargo,in_transit,44
SHP-00266,Shenzhen,Seattle,4365.74,4139.42,2024-08-16,Global Freight,delivered,37
SHP-00267,Tokyo,Singapore,4143.96,45149.26,2024-04-13,Asia Cargo,delivered,34
SHP-00268,Taipei,Jakarta,3401.64,35860.05,2024-09-07,Pacific Express,delayed,29
SHP-00269,Shenzhen,Mumbai,2267.43,25686.73,2024-08-21,Pacific Express,in_transit,44
SHP-00270,Shenzhen,Marseille,3616.54,19827.64,2024-01-02,Asia Cargo,in_transit,3
SHP-00271,Hong Kong,Istanbul,3502.07,27081.12,2024-01-31,Pacific Express,customs_hold,31
SHP-00272,Shanghai,Barcelona,2044.63,38460.15,2024-11-24,Orient Lines,delivered,25
SHP-00273,Taipei,Gothenburg,1878.54,34152.38,2024-12-04,Asia Cargo,in_transit,23
SHP-00274,Tokyo,Shenzhen,4964.24,19683.28,2024-03-06,Asia Cargo,delayed,49
SHP-00275,Shanghai,Marseille,2315.29,35968.74,2024-08-05,Orient Lines,delayed,16
SHP-00276,Taipei,Istanbul,776.03,9464.6,2024-02-27,Pacific Express,delayed,27
SHP-00277,Kuala Lumpur,Tokyo,1203.71,3411.18,2024-10-31,Pacific Express,delivered,44
SHP-00278,Hanoi,Mumbai,1224.05,2259.62,2024-08-12,Asia Cargo,delivered,49
SHP-00279,Osaka,Mumbai,701.11,49674.5,2024-04-29,Global Freight,in_transit,50
SHP-00280,Manila,Genoa,1184.9,43819.1,2024-12-04,Asia Cargo,delivered,18
SHP-00281,Shanghai,Buenos Aires,4742.63,43991.71,2024-03-30,Orient Lines,in_transit,4
SHP-00282,Bangkok,Manzanillo,3356.88,39300.94,2024-06-12,Orient Lines,delivered,20
SHP-00283,Hong Kong,Shenzhen,3772.2,23702.27,2024-04-25,Global Freight,delayed,10
SHP-00284,Shenzhen,New York,4573.75,28141.18,2024-08-01,Asia Cargo,delivered,17
SHP-00285,Mumbai,Piraeus,3233.71,46115.19,2024-07-08,Pacific Express,delivered,13
SHP-00286,Shanghai,Antwerp,1886.15,30268.22,2024-01-21,Pacific Express,delivered,49
SHP-00287,Kuala Lumpur,Kingston,2794.47,23995.74,2024-06-19,Global Freight,customs_hold,1
SHP-00288,Mumbai,Osaka,4810.41,5909.94,2024-09-02,Asia Cargo,in_transit,46
SHP-00289,Mumbai,Lisbon,4575.67,27626.36,2024-05-24,Orient Lines,delivered,42
SHP-00290,Bangkok,Marseille,1308.18,25665.19,2024-09-11,Orient Lines,delivered,47
SHP-00291,Taipei,Genoa,4571.7,18566.71,2024-07-30,Pacific Express,in_transit,15
SHP-00292,Hanoi,Kuala Lumpur,81.59,27687.91,2024-10-26,Orient Lines,delivered,13
SHP-00293,Bangkok,London,1899.51,41676.47,2024-09-12,Global Freight,delivered,32
SHP-00294,Hanoi,Manzanillo,3698.1,23068.41,2024-06-29,Asia Cargo,delivered,35
SHP-00295,Taipei,Shenzhen,4584.54,27129.74,2024-11-24,Pacific Express,delivered,5
SHP-00296,Osaka,Kingston,243.05,368.87,2024-03-11,Asia Cargo,delivered,10
SHP-00297,Shanghai,Busan,2528.91,18691.37,2024-11-12,Orient Lines,in_transit,2
SHP-00298,Shanghai,Santos,2758.44,641.96,2024-09-28,Global Freight,delivered,19
SHP-00299,Shanghai,Miami,4065.88,33717.95,2024-04-01,Pacific Express,delayed,34
SHP-00300,Seoul,Rotterdam,960.06,26346.48,2024-06-30,Global Freight,in_transit,6
SHP-00301,Bangkok,Lisbon,2295.26,12198.23,2024-12-22,Asia Cargo,delivered,6
SHP-00302,Manila,Manzanillo,3798.05,4720.35,2024-07-13,Orient Lines,in_transit,4
SHP-00303,Manila,Shanghai,3514.37,4180.17,2024-08-10,Global Freight,in_transit,7
SHP-00304,Busan,Vancouver,4595.8,11526.84,2024-12-20,Orient Lines,delivered,5
SHP-00305,Manila,Antwerp,4496.61,28197.32,2024-01-17,Asia Cargo,customs_hold,21
SHP-00306,Shanghai,Busan,2935.39,37625.11,2024-12-30,Orient Lines,customs_hold,20
SHP-00307,Seoul,Cartagena,1202.74,41740.8,2024-07-18,Global Freight,delivered,48
SHP-00308,Seoul,Hong Kong,2504.21,48717.45,2024-01-28,Pacific Express,delivered,5
SHP-00309,Bangkok,Seattle,3845.14,47745.18,2024-07-22,Global Freight,delivered,18
SHP-00310,Shenzhen,Valencia,2453.27,17822.77,2024-07-11,Orient Lines,delivered,38
SHP-00311,Manila,Gothenburg,428.93,30949.86,2024-05-06,Pacific Express,delivered,10
SHP-00312,Hong Kong,Callao,771.81,19511.62,2024-07-03,Pacific Express,delivered,20
SHP-00313,Taipei,Gdansk,3806.85,5156.46,2024-02-14,Asia Cargo,delivered,36
SHP-00314,Jakarta,Miami,2040.52,1361.78,2024-06-30,Pacific Express,in_transit,21
SHP-00315,Osaka,Gothenburg,62.2,20719.81,2024-02-13,Asia Cargo,in_transit,11
SHP-00316,Manila,Gothenburg,847.92,13482.5,2024-05-17,Orient Lines,delivered,11
SHP-00317,Hong Kong,Antwerp,2105.8,24237.35,2024-02-09,Global Freight,delivered,16
SHP-00318,Hanoi,Callao,2479.26,30852.61,2024-08-22,Pacific Express,delivered,1
SHP-00319,Hong Kong,Piraeus,4208.15,19025.5,2024-06-17,Orient Lines,delivered,42
SHP-00320,Kuala Lumpur,Jakarta,1502.53,30180.4,2024-12-21,Asia Cargo,delivered,12
SHP-00321,Hong Kong,Genoa,1457.6,34763.14,2024-09-08,Asia Cargo,delivered,18
SHP-00322,Osaka,Lisbon,1825.4,46606.75,2024-04-12,Asia Cargo,in_transit,36
SHP-00323,Shanghai,New York,4714.9,10521.94,2024-05-29,Pacific Express,delayed,27
SHP-00324,Manila,Houston,696.33,15176.49,2024-05-09,Asia Cargo,in_transit,25
SHP-00325,Tokyo,Valencia,4953.51,23987.77,2024-07-24,Orient Lines,delivered,24
SHP-00326,Hanoi,Santos,2969.3,45724.34,2024-02-25,Asia Cargo,in_transit,23
SHP-00327,Seoul,Manzanillo,3063.58,28182.85,2024-11-26,Orient Lines,customs_hold,22
SHP-00328,Shenzhen,Le Havre,530.17,4975.4,2024-04-23,Asia Cargo,delivered,26
SHP-00329,Taipei,Balboa,2943.16,25048.27,2024-06-25,Pacific Express,delivered,19
SHP-00330,Hong Kong,Bangkok,580.79,47036.77,2024-03-13,Global Freight,delivered,30
SHP-00331,Shenzhen,Busan,2605.81,17447.6,2024-02-19,Orient Lines,in_transit,29
SHP-00332,Bangkok,Singapore,1501.67,40518.79,2024-02-28,Pacific Express,delayed,42
SHP-00333,Tokyo,Balboa,4000.35,46499.63,2024-05-04,Asia Cargo,in_transit,22
SHP-00334,Jakarta,Le Havre,4792.33,11631.18,2024-07-26,Asia Cargo,delivered,43
SHP-00335,Hong Kong,Lisbon,146.45,30724.64,2024-04-11,Orient Lines,in_transit,25
SHP-00336,Shanghai,Busan,1029.32,37628.66,2024-02-02,Pacific Express,in_transit,35
SHP-00337,Seoul,Gdansk,1630.26,22904.64,2024-05-14,Orient Lines,delivered,41
SHP-00338,Bangkok,Seattle,1943.5,19657.57,2024-02-28,Global Freight,delivered,30
SHP-00339,Kuala Lumpur,Shenzhen,4068.78,35314.12,2024-06-01,Pacific Express,in_transit,21
SHP-00340,Tokyo,Rotterdam,1527.25,9193.07,2024-12-21,Asia Cargo,delivered,27
SHP-00341,Kuala Lumpur,Jakarta,2874.24,21180.79,2024-09-06,Asia Cargo,in_transit,32
SHP-00342,Singapore,Kuala Lumpur,935.9,42107.16,2024-11-13,Pacific Express,delayed,1
SHP-00343,Taipei,Kuala Lumpur,976.04,19228.01,2024-10-14,Orient Lines,delivered,32
SHP-00344,Hong Kong,Valencia,2443.75,4179.4,2024-01-16,Asia Cargo,delivered,18
SHP-00345,Mumbai,Santos,1443.71,39047.97,2024-10-16,Orient Lines,delivered,8
SHP-00346,Kuala Lumpur,Taipei,1339.81,27178.15,2024-07-06,Pacific Express,in_transit,29
SHP-00347,Jakarta,Busan,4948.88,5165.7,2024-11-30,Asia Cargo,delivered,3
SHP-00348,Taipei,Hamburg,1743.21,40845.59,2024-08-12,Pacific Express,in_transit,16
SHP-00349,Mumbai,Savannah,3445.82,43059.38,2024-11-08,Orient Lines,delivered,9
SHP-00350,Shenzhen,Busan,4067.74,40281.75,2024-10-18,Global Freight,delivered,39
SHP-00351,Jakarta,Hanoi,1618.61,35217.49,2024-05-28,Global Freight,customs_hold,33
SHP-00352,Busan,Balboa,4076.0,6822.67,2024-07-29,Pacific Express,customs_hold,42
SHP-00353,Seoul,Kuala Lumpur,1248.76,35584.17,2024-05-06,Orient Lines,delivered,37
SHP-00354,Manila,Antwerp,3139.25,18789.86,2024-02-08,Pacific Express,delivered,48
SHP-00355,Singapore,Gdansk,2273.75,24427.82,2024-10-24,Pacific Express,delayed,47
SHP-00356,Tokyo,New York,3174.39,34879.58,2024-02-02,Orient Lines,delivered,28
SHP-00357,Osaka,Busan,2473.83,16177.11,2024-05-25,Global Freight,delivered,9
SHP-00358,Kuala Lumpur,Houston,3941.62,44713.03,2024-01-25,Pacific Express,delivered,30
SHP-00359,Shanghai,Jakarta,4647.2,7941.28,2024-08-21,Pacific Express,customs_hold,28
SHP-00360,Mumbai,Kuala Lumpur,4410.8,15128.18,2024-05-20,Pacific Express,in_transit,17
SHP-00361,Tokyo,Gdansk,3322.71,32463.11,2024-01-27,Orient Lines,in_transit,47
SHP-00362,Hanoi,London,2146.44,4605.4,2024-02-18,Pacific Express,delivered,5
SHP-00363,Seoul,Savannah,1131.34,34015.14,2024-01-05,Pacific Express,in_transit,8
SHP-00364,Osaka,Le Havre,3470.31,23911.13,2024-04-27,Orient Lines,delivered,7
SHP-00365,Tokyo,Genoa,1838.12,14997.8,2024-07-14,Asia Cargo,in_transit,44
SHP-00366,Seoul,Bangkok,2652.78,473.31,2024-11-28,Asia Cargo,delivered,47
SHP-00367,Mumbai,Callao,3741.47,45998.71,2024-11-11,Orient Lines,delayed,6
SHP-00368,Busan,Hong Kong,700.5,6201.7,2024-07-15,Global Freight,customs_hold,21
SHP-00369,Shenzhen,Jakarta,1239.31,32248.8,2024-05-07,Global Freight,in_transit,45
SHP-00370,Shanghai,Kingston,4379.2,10312.01,2024-11-06,Asia Cargo,in_transit,19
SHP-00371,Manila,Mumbai,3919.12,39699.21,2024-05-02,Orient Lines,delivered,16
SHP-00372,Taipei,Callao,2969.85,26437.91,2024-01-07,Global Freight,customs_hold,9
SHP-00373,Hong Kong,Cartagena,2104.61,27340.49,2024-03-29,Orient Lines,customs_hold,50
SHP-00374,Tokyo,Seoul,2937.02,738.98,2024-04-20,Pacific Express,customs_hold,26
SHP-00375,Jakarta,Barcelona,3143.04,25077.4,2024-07-31,Orient Lines,in_transit,6
SHP-00376,Manila,Santos,2688.51,7676.39,2024-02-12,Global Freight,delivered,14
SHP-00377,Shenzhen,Kuala Lumpur,2682.18,19567.04,2024-11-20,Pacific Express,delivered,28
SHP-00378,Hanoi,Rotterdam,290.0,4356.33,2024-08-10,Pacific Express,delivered,39
SHP-00379,Shanghai,Marseille,3330.56,32919.72,2024-03-30,Pacific Express,delivered,9
SHP-00380,Hanoi,Shanghai,819.58,47653.16,2024-09-24,Global Freight,delivered,9
SHP-00381,Hanoi,Antwerp,3664.81,5946.93,2024-01-16,Global Freight,delayed,18
SHP-00382,Jakarta,Singapore,1315.12,48753.78,2024-11-17,Pacific Express,delivered,33
SHP-00383,Bangkok,Mumbai,2498.3,28365.96,2024-07-07,Asia Cargo,delivered,7
SHP-00384,Busan,Cartagena,3370.77,5810.91,2024-09-17,Pacific Express,delivered,1
SHP-00385,Mumbai,Seoul,2359.09,19179.82,2024-03-17,Asia Cargo,customs_hold,3
SHP-00386,Jakarta,Manzanillo,2097.14,16124.01,2024-08-01,Global Freight,delivered,5
SHP-00387,Kuala Lumpur,Gdansk,597.44,33682.62,2024-01-27,Asia Cargo,delivered,34
SHP-00388,Shanghai,Lisbon,345.1,23281.45,2024-05-24,Global Freight,delivered,36
SHP-00389,Taipei,Shanghai,1844.91,14615.17,2024-06-04,Asia Cargo,delivered,38
SHP-00390,Taipei,Osaka,3662.45,27350.63,2024-05-05,Asia Cargo,delivered,27
SHP-00391,Shanghai,London,2707.96,31815.29,2024-12-21,Pacific Express,customs_hold,1
SHP-00392,Shenzhen,Kingston,1881.69,36917.23,2024-06-06,Pacific Express,delivered,16
SHP-00393,Hong Kong,Houston,4805.94,48629.33,2024-03-13,Global Freight,delivered,15
SHP-00394,Busan,Vancouver,2065.58,44784.12,2024-08-22,Pacific Express,in_transit,33
SHP-00395,Seoul,Callao,4099.9,3787.78,2024-10-17,Pacific Express,delivered,9
SHP-00396,Mumbai,Barcelona,1305.32,15784.7,2024-07-20,Global Freight,delivered,18
SHP-00397,Mumbai,Bangkok,4717.8,6848.79,2024-10-26,Pacific Express,delivered,11
SHP-00398,Taipei,New York,1570.51,6080.8,2024-07-02,Asia Cargo,delivered,30
SHP-00399,Singapore,Jakarta,452.56,40389.47,2024-06-04,Pacific Express,delivered,21
SHP-00400,Seoul,Hong Kong,3555.93,48421.58,2024-07-21,Pacific Express,in_transit,17
SHP-00401,Osaka,Hanoi,155.89,20249.39,2024-08-19,Asia Cargo,delivered,7
SHP-00402,Shenzhen,Jakarta,607.71,3130.38,2024-04-23,Asia Cargo,delivered,26
SHP-00403,Bangkok,Balboa,3151.67,32252.02,2024-10-25,Global Freight,delayed,5
SHP-00404,Shanghai,Bangkok,989.15,32317.05,2024-03-06,Pacific Express,delayed,22
SHP-00405,Tokyo,Mumbai,4711.43,2579.35,2024-10-20,Orient Lines,delayed,26
SHP-00406,Taipei,Tokyo,1913.96,21361.87,2024-06-30,Asia Cargo,delayed,18
SHP-00407,Singapore,Valencia,4417.18,1780.74,2024-11-13,Asia Cargo,in_transit,32
SHP-00408,Hong Kong,Buenos Aires,2395.42,4431.69,2024-07-15,Asia Cargo,delivered,42
SHP-00409,Busan,Vancouver,1246.11,49704.66,2024-10-05,Pacific Express,customs_hold,46
SHP-00410,Bangkok,Los Angeles,2722.82,24259.74,2024-10-16,Global Freight,delivered,12
SHP-00411,Shanghai,Genoa,2985.78,1513.71,2024-05-23,Pacific Express,delayed,31
SHP-00412,Jakarta,Istanbul,3834.33,49980.31,2024-03-22,Pacific Express,delivered,16
SHP-00413,Singapore,Santos,4081.52,45867.11,2024-01-29,Asia Cargo,in_transit,25
SHP-00414,Bangkok,Shenzhen,880.91,29646.35,2024-12-23,Global Freight,delayed,2
SHP-00415,Hanoi,Istanbul,4737.82,28202.14,2024-10-15,Asia Cargo,delayed,32
SHP-00416,Jakarta,Marseille,878.2,1946.29,2024-01-29,Asia Cargo,in_transit,2
SHP-00417,Jakarta,Los Angeles,3.92,45898.91,2024-04-13,Asia Cargo,delivered,12
SHP-00418,Busan,Genoa,298.25,7428.22,2024-12-26,Asia Cargo,in_transit,34
SHP-00419,Osaka,Gdansk,4802.81,18710.86,2024-12-05,Orient Lines,in_transit,22
SHP-00420,Singapore,Genoa,682.69,7917.32,2024-08-11,Orient Lines,in_transit,12
SHP-00421,Hanoi,Buenos Aires,3467.96,46445.82,2024-07-01,Asia Cargo,in_transit,12
SHP-00422,Hong Kong,Marseille,3670.11,14761.14,2024-03-31,Pacific Express,customs_hold,37
SHP-00423,Hong Kong,Cartagena,162.4,30139.31,2024-11-09,Asia Cargo,in_transit,7
SHP-00424,Busan,Houston,703.65,37279.9,2024-05-01,Global Freight,customs_hold,11
SHP-00425,Manila,Bangkok,4108.4,33517.73,2024-06-20,Orient Lines,delivered,14
SHP-00426,Mumbai,Bangkok,1752.73,39361.65,2024-01-01,Pacific Express,delivered,47
SHP-00427,Hong Kong,Hanoi,4422.82,24679.45,2024-07-12,Global Freight,delivered,7
SHP-00428,Osaka,Los Angeles,3943.76,28923.87,2024-12-17,Asia Cargo,delivered,5
SHP-00429,Shenzhen,Seoul,1474.9,15969.91,2024-02-23,Pacific Express,delivered,25
SHP-00430,Seoul,Bangkok,2735.46,44911.3,2024-02-17,Global Freight,in_transit,40
SHP-00431,Busan,Los Angeles,3522.67,21594.6,2024-11-30,Asia Cargo,in_transit,28
SHP-00432,Seoul,Singapore,506.74,10317.25,2024-04-07,Orient Lines,in_transit,47
SHP-00433,Busan,Santos,1326.69,14112.08,2024-05-01,Pacific Express,delivered,37
SHP-00434,Jakarta,Houston,768.37,18073.4,2024-08-06,Pacific Express,delivered,43
SHP-00435,Manila,Seattle,2401.9,4894.5,2024-04-15,Asia Cargo,in_transit,6
SHP-00436,Taipei,Jakarta,1542.11,19903.49,2024-09-07,Global Freight,delivered,35
SHP-00437,Hong Kong,Shenzhen,1855.42,19103.19,2024-04-05,Orient Lines,delivered,29
SHP-00438,Taipei,Hamburg,1131.6,13464.67,2024-02-01,Asia Cargo,in_transit,43
SHP-00439,Tokyo,Hong Kong,3340.87,40418.6,2024-07-30,Asia Cargo,in_transit,25
SHP-00440,Osaka,Vancouver,2093.45,26798.94,2024-08-31,Asia Cargo,delivered,6
SHP-00441,Hong Kong,Seoul,2510.76,45027.73,2024-10-19,Asia Cargo,delivered,49
SHP-00442,Taipei,Shenzhen,4745.33,8399.88,2024-04-18,Asia Cargo,delivered,28
SHP-00443,Tokyo,Balboa,2177.25,49863.6,2024-11-17,Asia Cargo,delayed,17
SHP-00444,Bangkok,Singapore,435.59,27840.39,2024-10-09,Global Freight,delayed,34
SHP-00445,Taipei,Shanghai,3932.86,31171.74,2024-09-24,Orient Lines,delivered,10
SHP-00446,Seoul,Cartagena,2939.88,37930.95,2024-02-21,Pacific Express,in_transit,7
SHP-00447,Shenzhen,Barcelona,4337.44,44012.78,2024-07-29,Global Freight,delivered,32
SHP-00448,Kuala Lumpur,Seattle,2365.5,8651.38,2024-07-25,Asia Cargo,in_transit,44
SHP-00449,Hanoi,Lisbon,194.39,44484.23,2024-06-18,Asia Cargo,delivered,31
SHP-00450,Busan,Antwerp,4485.21,1060.63,2024-06-04,Global Freight,delivered,32
SHP-00451,Osaka,Balboa,491.54,43451.56,2024-03-09,Global Freight,customs_hold,29
SHP-00452,Shenzhen,Genoa,1347.47,20867.8,2024-11-26,Pacific Express,delivered,14
SHP-00453,Busan,Dublin,3704.85,37986.69,2024-07-10,Pacific Express,delivered,11
SHP-00454,Tokyo,Marseille,3547.99,20199.09,2024-09-25,Pacific Express,delivered,13
SHP-00455,Osaka,Mumbai,1247.83,22849.61,2024-07-03,Asia Cargo,delivered,30
SHP-00456,Jakarta,Lisbon,3177.23,6237.45,2024-01-16,Asia Cargo,delivered,39
SHP-00457,Taipei,Shenzhen,4802.62,23755.39,2024-10-09,Global Freight,delivered,17
SHP-00458,Hanoi,Bangkok,1425.7,19358.96,2024-03-24,Asia Cargo,delayed,42
SHP-00459,Mumbai,Balboa,1034.05,32596.79,2024-09-19,Pacific Express,delayed,50
SHP-00460,Manila,Shanghai,2370.75,6659.09,2024-03-29,Pacific Express,delivered,39
SHP-00461,Shenzhen,Marseille,3563.85,35482.94,2024-05-20,Orient Lines,delayed,23
SHP-00462,Taipei,Hamburg,1091.44,15142.15,2024-09-23,Orient Lines,in_transit,1
SHP-00463,Jakarta,Kingston,4832.44,41976.95,2024-10-14,Global Freight,delivered,7
SHP-00464,Taipei,Singapore,1681.75,13860.34,2024-06-15,Global Freight,delivered,46
SHP-00465,Busan,Manzanillo,1494.31,7538.97,2024-05-03,Pacific Express,delayed,39
SHP-00466,Hong Kong,Kingston,1598.27,7039.48,2024-01-14,Orient Lines,customs_hold,17
SHP-00467,Busan,Dublin,2023.29,36849.77,2024-10-25,Asia Cargo,delivered,46
SHP-00468,Mumbai,Balboa,2673.41,39255.61,2024-12-09,Global Freight,delivered,11
SHP-00469,Osaka,Kingston,4382.54,9097.74,2024-02-19,Orient Lines,delivered,17
SHP-00470,Hanoi,Buenos Aires,3814.71,9194.26,2024-12-14,Global Freight,in_transit,15
SHP-00471,Bangkok,London,3721.18,15388.91,2024-06-18,Global Freight,delivered,19
SHP-00472,Taipei,Jakarta,2352.95,43326.35,2024-10-25,Pacific Express,delivered,13
SHP-00473,Jakarta,Taipei,4337.56,19114.38,2024-06-01,Orient Lines,delivered,10
SHP-00474,Seoul,Osaka,1713.68,49360.22,2024-08-22,Asia Cargo,delivered,46
SHP-00475,Seoul,Hong Kong,2438.16,31570.09,2024-03-31,Global Freight,in_transit,1
SHP-00476,Taipei,Antwerp,1047.31,38688.44,2024-10-22,Asia Cargo,delivered,49
SHP-00477,Shenzhen,Bangkok,647.47,21713.89,2024-08-07,Orient Lines,delivered,31
SHP-00478,Hong Kong,Shanghai,189.11,10010.74,2024-07-10,Pacific Express,delayed,49
SHP-00479,Osaka,Vancouver,953.29,33853.57,2024-11-16,Asia Cargo,delivered,23
SHP-00480,Singapore,Kuala Lumpur,513.99,25191.66,2024-06-05,Asia Cargo,delivered,3
SHP-00481,Singapore,Barcelona,2279.9,26038.41,2024-09-25,Global Freight,delivered,44
SHP-00482,Seoul,Piraeus,4980.7,24534.43,2024-04-06,Asia Cargo,customs_hold,26
SHP-00483,Shanghai,London,1121.99,49244.73,2024-04-18,Pacific Express,in_transit,11
SHP-00484,Tokyo,Gdansk,3555.69,39616.75,2024-07-11,Global Freight,in_transit,40
SHP-00485,Shanghai,Seattle,4973.4,33115.4,2024-11-30,Pacific Express,delivered,8
SHP-00486,Hong Kong,Valencia,1901.58,27386.76,2024-08-30,Asia Cargo,delivered,44
SHP-00487,Manila,Shanghai,1505.93,33100.15,2024-12-05,Global Freight,in_transit,45
SHP-00488,Seoul,Dublin,4153.35,5290.47,2024-11-12,Pacific Express,delivered,7
SHP-00489,Taipei,Osaka,3045.2,38909.05,2024-09-24,Asia Cargo,delivered,27
SHP-00490,Singapore,Hanoi,197.51,24842.92,2024-04-16,Orient Lines,delivered,1
SHP-00491,Shanghai,Kingston,445.47,5566.02,2024-10-20,Orient Lines,delivered,6
SHP-00492,Shenzhen,Miami,375.7,36192.63,2024-05-11,Asia Cargo,delivered,19
SHP-00493,Singapore,New York,250.88,40668.26,2024-01-21,Global Freight,delivered,44
SHP-00494,Bangkok,Le Havre,3692.83,4795.17,2024-01-24,Pacific Express,delayed,43
SHP-00495,Manila,Hanoi,1643.64,44731.65,2024-11-14,Global Freight,delayed,6
SHP-00496,Bangkok,Piraeus,914.76,20068.84,2024-08-21,Global Freight,delayed,45
SHP-00497,Osaka,Los Angeles,3999.6,32459.88,2024-03-26,Pacific Express,delivered,47
SHP-00498,Shanghai,Hanoi,519.01,45565.78,2024-09-04,Orient Lines,delivered,25
